2,TDM,1,106
2,TDM,2,106
2,TDM,3,126
2,TDM,4,199
2,TDM,5,164
2,TDM,6,142
2,TDM,7,65.0
2,TDM,8,105
2,TDM,9,71.0
2,TDM,10,86.5
2,TDM,11,70.8
2,TDM,12,37.7
2,TDM,13,85.9
2,TDM,14,42.5
2,TDM,15,67.1
2,TDM,16,82.0
2,TDM,17,70.3
2,TDM,18,88.3
2,TDM,19,71.2
2,TDM,20,100
2,TDM,21,111
2,TDM,22,94.8
2,TDM,23,154
2,TDM,24,145
2,TDM,25,78.1
2,TDM,26,116
2,TDM,27,127
2,TDM,28,117
2,TDM,29,144
2,TDM,30,172
2,TDM,31,196
2,TDM,32,236
2,TDM,33,304
2,TDM,34,338
2,TDM,35,348
2,TDM,36,369
2,TDM,37,352
2,TDM,38,316
2,TDM,39,329
2,TDM,40,358
2,TDM,41,341
2,TDM,42,381
2,TDM,43,447
2,TDM,44,431
2,TDM,45,448
2,TDM,46,494
2,TDM,47,466
2,TDM,48,481
2,TDM,49,502
2,TDM,50,470
2,TDM,51,551
2,TDM,52,543
2,TDM,53,515
2,TDM,54,477
2,TDM,55,477
2,TDM,56,491
2,TDM,57,425
2,TDM,58,379
2,TDM,59,379
2,TDM,60,411
2,TDM,61,476
2,TDM,62,506
2,TDM,63,461
2,TDM,64,507
2,TDM,65,473
2,TDM,66,475
2,TDM,67,491
2,TDM,68,467
2,TDM,69,440
2,TDM,70,387
2,TDM,71,479
2,TDM,72,406
2,TDM,73,418
2,TDM,74,378
2,TDM,75,467
2,TDM,76,461
2,TDM,77,514
2,TDM,78,489
2,TDM,79,468
2,TDM,80,445
2,TDM,81,463
2,TDM,82,475
2,TDM,83,481
2,TDM,84,488
2,TDM,85,466
2,TDM,86,482
2,TDM,87,499
2,TDM,88,540
2,TDM,89,569
2,TDM,90,536
2,TDM,91,549
2,TDM,92,537
2,TDM,93,545
2,TDM,94,541
2,TDM,95,597
2,TDM,96,626
2,TDM,97,643
2,TDM,98,696
2,TDM,99,691
2,TDM,100,749
2,TDM,101,808
2,TDM,102,761
2,TDM,103,813
2,TDM,104,856
2,TDM,105,851
2,TDM,106,902
2,TDM,107,939
2,TDM,108,927
2,TDM,109,874
2,TDM,110,890
2,TDM,111,928
2,TDM,112,1012
2,TDM,113,1033
2,TDM,114,1036
2,TDM,115,1009
2,TDM,116,931
2,TDM,117,995
2,TDM,118,951
2,TDM,119,983
2,TDM,120,1013
2,TDM,121,954
2,TDM,122,899
2,TDM,123,829
2,TDM,124,869
2,TDM,125,809
2,TDM,126,798
2,TDM,127,877
2,TDM,128,870
2,TDM,129,879
2,TDM,130,839
2,TDM,131,838
2,TDM,132,825
2,TDM,133,876
2,TDM,134,825
2,TDM,135,735
2,TDM,136,709
2,TDM,137,764
2,TDM,138,756
2,TDM,139,704
2,TDM,140,685
2,TDM,141,770
2,TDM,142,743
2,TDM,143,723
2,TDM,144,680
2,TDM,145,655
2,TDM,146,610
2,TDM,147,628
2,TDM,148,633
2,TDM,149,724
2,TDM,150,727
2,TDM,151,733
2,TDM,152,717
2,TDM,153,620
2,TDM,154,598
2,TDM,155,569
2,TDM,156,559
2,TDM,157,547
2,TDM,158,546
2,TDM,159,570
2,TDM,160,548
2,TDM,161,558
2,TDM,162,646
2,TDM,163,576
2,TDM,164,637
2,TDM,165,663
2,TDM,166,653
2,TDM,167,685
2,TDM,168,718
2,TDM,169,734
2,TDM,170,788
2,TDM,171,745
2,TDM,172,829
2,TDM,173,869
2,TDM,174,823
2,TDM,175,783
2,TDM,176,773
2,TDM,177,839
2,TDM,178,909
2,TDM,179,876
2,TDM,180,796
2,TDM,181,798
2,TDM,182,883
2,TDM,183,814
2,TDM,184,828
2,TDM,185,866
2,TDM,186,882
2,TDM,187,864
2,TDM,188,851
2,TDM,189,851
2,TDM,190,900
2,TDM,191,849
2,TDM,192,881
2,TDM,193,965
2,TDM,194,942
2,TDM,195,944
2,TDM,196,1022
2,TDM,197,1009
2,TDM,198,1049
2,TDM,199,1040
2,TDM,200,990
2,TDM,201,938
2,TDM,202,956
2,TDM,203,848
2,TDM,204,870
2,TDM,205,825
2,TDM,206,978
2,TDM,207,919
2,TDM,208,984
2,TDM,209,947
2,TDM,210,974
2,TDM,211,968
2,TDM,212,989
2,TDM,213,1002
2,TDM,214,974
2,TDM,215,951
2,TDM,216,1013
2,TDM,217,1032
2,TDM,218,1077
2,TDM,219,1067
2,TDM,220,1050
2,TDM,221,1106
2,TDM,222,1098
2,TDM,223,1035
2,TDM,224,1111
2,TDM,225,1172
2,TDM,226,1191
2,TDM,227,1211
2,TDM,228,1204
2,TDM,229,1226
2,TDM,230,1261
2,TDM,231,1384
2,TDM,232,1394
2,TDM,233,1439
2,TDM,234,1418
2,TDM,235,1445
2,TDM,236,1398
2,TDM,237,1456
2,TDM,238,1451
2,TDM,239,1463
2,TDM,240,1432
2,TDM,241,1379
2,TDM,242,1374
2,TDM,243,1281
2,TDM,244,1294
2,TDM,245,1297
2,TDM,246,1278
2,TDM,247,1278
2,TDM,248,1319
2,TDM,249,1271
2,TDM,250,1301
2,TDM,251,1334
2,TDM,252,1304
2,TDM,253,1307
2,TDM,254,1319
2,TDM,255,1354
