2,SM,1,15.6
2,SM,2,3.86
2,SM,3,4.45
2,SM,4,13.2
2,SM,5,50.3
2,SM,6,8.35
2,SM,7,1.51
2,SM,8,5.63
2,SM,9,14.6
2,SM,10,26.6
2,SM,11,30.0
2,SM,12,17.5
2,SM,13,11.1
2,SM,14,50.4
2,SM,15,110
2,SM,16,76.8
2,SM,17,16.9
2,SM,18,5.83
2,SM,19,1.50
2,SM,20,59.4
2,SM,21,1.65
2,SM,22,8.50
2,SM,23,3.81
2,SM,24,35.2
2,SM,25,28.4
2,SM,26,29.4
2,SM,27,70.9
2,SM,28,43.8
2,SM,29,60.0
2,SM,30,153
2,SM,31,118
2,SM,32,123
2,SM,33,132
2,SM,34,146
2,SM,35,209
2,SM,36,188
2,SM,37,183
2,SM,38,157
2,SM,39,153
2,SM,40,113
2,SM,41,81.2
2,SM,42,62.0
2,SM,43,35.9
2,SM,44,47.6
2,SM,45,119
2,SM,46,57.4
2,SM,47,71.2
2,SM,48,1.37
2,SM,49,59.8
2,SM,50,131
2,SM,51,102
2,SM,52,88.0
2,SM,53,132
2,SM,54,76.4
2,SM,55,47.0
2,SM,56,87.2
2,SM,57,85.2
2,SM,58,60.8
2,SM,59,55.2
2,SM,60,36.6
2,SM,61,53.1
2,SM,62,49.1
2,SM,63,53.2
2,SM,64,44.6
2,SM,65,7.22
2,SM,66,45.8
2,SM,67,23.4
2,SM,68,53.4
2,SM,69,29.4
2,SM,70,1.57
2,SM,71,28.1
2,SM,72,1.34
2,SM,73,35.3
2,SM,74,76.7
2,SM,75,87.5
2,SM,76,56.2
2,SM,77,65.1
2,SM,78,67.9
2,SM,79,8.12
2,SM,80,16.1
2,SM,81,10.2
2,SM,82,10.3
2,SM,83,33.5
2,SM,84,1.55
2,SM,85,7.99
2,SM,86,33.9
2,SM,87,28.4
2,SM,88,25.3
2,SM,89,20.9
2,SM,90,97.2
2,SM,91,108
2,SM,92,101
2,SM,93,109
2,SM,94,86.2
2,SM,95,114
2,SM,96,189
2,SM,97,162
2,SM,98,175
2,SM,99,141
2,SM,100,144
2,SM,101,135
2,SM,102,94.6
2,SM,103,180
2,SM,104,170
2,SM,105,169
2,SM,106,152
2,SM,107,176
2,SM,108,158
2,SM,109,124
2,SM,110,141
2,SM,111,204
2,SM,112,276
2,SM,113,304
2,SM,114,278
2,SM,115,279
2,SM,116,232
2,SM,117,206
2,SM,118,298
2,SM,119,264
2,SM,120,277
2,SM,121,249
2,SM,122,307
2,SM,123,374
2,SM,124,333
2,SM,125,326
2,SM,126,338
2,SM,127,278
2,SM,128,324
2,SM,129,329
2,SM,130,292
2,SM,131,259
2,SM,132,237
2,SM,133,235
2,SM,134,261
2,SM,135,236
2,SM,136,278
2,SM,137,235
2,SM,138,230
2,SM,139,187
2,SM,140,160
2,SM,141,217
2,SM,142,239
2,SM,143,269
2,SM,144,211
2,SM,145,233
2,SM,146,233
2,SM,147,182
2,SM,148,194
2,SM,149,215
2,SM,150,184
2,SM,151,156
2,SM,152,158
2,SM,153,177
2,SM,154,135
2,SM,155,131
2,SM,156,107
2,SM,157,25.6
2,SM,158,33.9
2,SM,159,1.39
2,SM,160,32.6
2,SM,161,52.4
2,SM,162,29.5
2,SM,163,14.2
2,SM,164,34.5
2,SM,165,17.3
2,SM,166,6.86
2,SM,167,1.40
2,SM,168,36.5
2,SM,169,98.1
2,SM,170,87.4
2,SM,171,41.6
2,SM,172,27.7
2,SM,173,49.1
2,SM,174,30.9
2,SM,175,98.3
2,SM,176,57.2
2,SM,177,13.9
2,SM,178,36.6
2,SM,179,29.9
2,SM,180,100
2,SM,181,95.6
2,SM,182,119
2,SM,183,86.4
2,SM,184,50.5
2,SM,185,45.8
2,SM,186,33.2
2,SM,187,28.1
2,SM,188,98.2
2,SM,189,95.1
2,SM,190,64.9
2,SM,191,81.5
2,SM,192,32.5
2,SM,193,52.5
2,SM,194,83.2
2,SM,195,58.3
2,SM,196,122
2,SM,197,76.3
2,SM,198,52.3
2,SM,199,42.4
2,SM,200,83.8
2,SM,201,95.1
2,SM,202,23.9
2,SM,203,14.4
2,SM,204,67.4
2,SM,205,60.5
2,SM,206,11.3
2,SM,207,44.3
2,SM,208,62.4
2,SM,209,74.9
2,SM,210,3.75
2,SM,211,80.8
2,SM,212,91.8
2,SM,213,39.4
2,SM,214,9.60
2,SM,215,19.2
2,SM,216,1.45
2,SM,217,47.0
2,SM,218,44.7
2,SM,219,22.3
2,SM,220,64.1
2,SM,221,108
2,SM,222,124
2,SM,223,89.8
2,SM,224,88.5
2,SM,225,109
2,SM,226,55.8
2,SM,227,65.2
2,SM,228,59.3
2,SM,229,53.6
2,SM,230,38.5
2,SM,231,60.1
2,SM,232,87.0
2,SM,233,26.6
2,SM,234,76.5
2,SM,235,158
2,SM,236,231
2,SM,237,202
2,SM,238,184
2,SM,239,110
2,SM,240,152
2,SM,241,92.7
2,SM,242,138
2,SM,243,66.4
2,SM,244,57.9
2,SM,245,144
2,SM,246,93.1
2,SM,247,94.9
2,SM,248,106
2,SM,249,113
2,SM,250,46.5
2,SM,251,53.5
2,SM,252,69.2
2,SM,253,47.5
2,SM,254,90.7
2,SM,255,87.5
2,SM,256,87.1
2,SM,257,48.9
2,SM,258,1.36
2,SM,259,33.1
2,SM,260,36.4
2,SM,261,83.2
2,SM,262,103
2,SM,263,151
2,SM,264,132
2,SM,265,121
2,SM,266,118
2,SM,267,104
2,SM,268,103
2,SM,269,42.2
2,SM,270,22.3
2,SM,271,26.1
2,SM,272,39.6
2,SM,273,8.97
2,SM,274,3.72
2,SM,275,62.6
2,SM,276,85.2
2,SM,277,46.2
2,SM,278,37.6
2,SM,279,29.5
2,SM,280,1.35
2,SM,281,50.0
2,SM,282,111
2,SM,283,125
2,SM,284,158
2,SM,285,152
2,SM,286,146
2,SM,287,123
2,SM,288,146
2,SM,289,149
2,SM,290,175
2,SM,291,158
2,SM,292,66.7
2,SM,293,81.4
2,SM,294,94.2
2,SM,295,66.6
2,SM,296,136
2,SM,297,118
2,SM,298,142
2,SM,299,190
2,SM,300,234
2,SM,301,206
2,SM,302,192
2,SM,303,193
2,SM,304,197
2,SM,305,196
2,SM,306,170
2,SM,307,202
2,SM,308,168
2,SM,309,140
2,SM,310,64.1
2,SM,311,6.90
2,SM,312,57.2
2,SM,313,78.9
2,SM,314,61.4
2,SM,315,9.94
2,SM,316,53.0
2,SM,317,63.7
2,SM,318,87.7
2,SM,319,136
2,SM,320,126
2,SM,321,111
2,SM,322,150
2,SM,323,91.1
2,SM,324,54.4
2,SM,325,14.8
2,SM,326,36.6
2,SM,327,50.7
2,SM,328,70.4
2,SM,329,48.1
2,SM,330,27.3
2,SM,331,62.8
2,SM,332,112
2,SM,333,96.5
2,SM,334,54.5
2,SM,335,1.46
2,SM,336,1.50
2,SM,337,18.0
2,SM,338,4.92
2,SM,339,14.2
2,SM,340,5.49
2,SM,341,38.9
2,SM,342,67.1
2,SM,343,170
2,SM,344,166
2,SM,345,155
2,SM,346,151
2,SM,347,186
2,SM,348,156
2,SM,349,149
2,SM,350,80.9
2,SM,351,57.9
2,SM,352,32.6
2,SM,353,28.8
2,SM,354,45.1
2,SM,355,5.70
2,SM,356,1.42
2,SM,357,7.56
2,SM,358,12.3
2,SM,359,42.7
2,SM,360,89.5
2,SM,361,28.5
2,SM,362,6.64
2,SM,363,20.5
2,SM,364,36.9
2,SM,365,16.0
2,SM,366,1.49
2,SM,367,10.5
2,SM,368,20.4
2,SM,369,25.6
2,SM,370,6.60
2,SM,371,49.2
2,SM,372,92.6
2,SM,373,46.6
2,SM,374,65.8
2,SM,375,98.3
2,SM,376,63.3
2,SM,377,40.4
2,SM,378,80.2
2,SM,379,164
2,SM,380,147
2,SM,381,105
2,SM,382,111
2,SM,383,111
2,SM,384,166
2,SM,385,174
2,SM,386,215
2,SM,387,159
2,SM,388,175
2,SM,389,140
2,SM,390,64.8
2,SM,391,45.8
2,SM,392,109
2,SM,393,65.8
2,SM,394,85.8
2,SM,395,86.4
2,SM,396,117
2,SM,397,101
